active_member,employment_profile,gender,age,income,credit_history,existing_loans,loan_amount,loan_tenure_months,LTV_ratio,profile_score,Credit_Score
No,Salaried,Female,46,98000,252,4,141969,117,85.58566812984117,93,551
Yes,Salaried,Other,62,118000,105,8,118869,288,59.23156470702955,93,789
Yes,Salaried,Female,70,91000,456,10,64485,245,63.39907047543562,100,850
Yes,Salaried,Male,62,148000,105,7,150000,137,47.262117875363515,90,719
No,Salaried,Female,60,157000,508,4,73214,29,76.00989266165993,99,525
Yes,Salaried,Male,64,138000,296,9,150000,193,85.93614064687432,98,803
Yes,Salaried,Female,38,48000,27,6,150000,168,92.01824483800945,73,653
No,Salaried,Female,23,61000,568,2,150000,44,95,44,453
No,Salaried,Male,58,130000,108,6,79900,106,58.58351090980107,100,642
No,Self-Employed,Male,37,64000,504,3,87967,19,95,55,497
Yes,Salaried,Male,44,120000,471,7,150000,221,59.68863721173855,95,722
No,Salaried,Male,22,21000,463,5,45537,35,95,82,578
No,Self-Employed,Male,45,37000,34,0,41375,89,95,39,336
Yes,Salaried,Male,69,74000,185,6,150000,209,95,92,656
No,Salaried,Other,24,49000,356,0,150000,41,53.054458,47,300
No,Unemployed,Male,55,38000,303,2,141858,28,68.92539380509444,76,454
Yes,Salaried,Female,49,82000,314,8,150000,139,81.71416475231328,100,742
No,Salaried,Female,33,59000,505,1,77955,70,66.39428556335372,85,406
No,Salaried,Other,23,48000,261,5,92244,326,55.61310728851288,96,615
No,Self-Employed,Male,58,48000,482,6,75309,352,95,72,645
Yes,Self-Employed,Male,28,15000,566,6,42862,189,85.65320077148472,94,675
Yes,Self-Employed,Other,60,97000,282,6,121539,244,78.28934665,100,681
Yes,Salaried,Male,55,139000,336,10,150000,280,55.66152124,92,850
Yes,Salaried,Female,53,66000,402,7,78327,232,48.248608325698775,95,704
No,Unemployed,Male,26,48000,349,0,127696,30,70.52754829473606,19,300
No,Salaried,Male,34,65000,448,5,150000,52,76.11357274522284,83,587
No,Salaried,Female,38,96000,85,1,50089,19,65.89627551663273,45,356
No,Self-Employed,Male,28,15000,234,3,17266,93,95,34,471
No,Salaried,Male,45,102000,59,5,60784,147,64.41445018930538,100,628
No,Salaried,Female,41,71000,520,2,150000,92,62.57565165972933,78,464
No,Self-Employed,Female,19,22000,312,4,109705,45,90.16887256706573,44,529
No,Self-Employed,Male,30,63000,355,4,150000,88,66.95930689164345,82,533
No,Self-Employed,Male,19,25000,411,2,121333,55,87.69521007561116,54,428
No,Salaried,Female,32,28000,598,1,59987,38,53.57097386671149,89,409
No,Unemployed,Female,33,88000,283,2,98516,22,86.15022701079795,50,435
Yes,Salaried,Female,66,80000,408,6,150000,305,66.38644140837296,93,657
Yes,Self-Employed,Female,53,128000,511,7,88079,123,49.83375355459899,90,738
Yes,Unemployed,Female,58,34000,246,6,64862,275,84.25519289126248,95,679
No,Salaried,Male,38,19000,241,3,31226,109,68.85305970741075,86,515
No,Self-Employed,Female,25,31000,169,4,63639,88,76.14615077089647,89,526
No,Self-Employed,Male,27,67000,33,3,78873,84,90.25020012467013,37,489
Yes,Salaried,Female,31,58000,561,6,58902,208,56.28864239,90,684
Yes,Student,Female,38,63000,132,7,150000,142,93.62149730355576,88,687
No,Self-Employed,Male,43,62000,546,4,49815,94,95,71,557
No,Salaried,Male,41,115000,236,3,100487,14,95,45,476
No,Self-Employed,Female,70,181000,63,3,53449,44,70.03644627756184,76,500
No,Salaried,Other,48,63000,118,0,150000,94,89.10552778851104,54,331
No,Salaried,Female,69,115000,268,5,150000,145,86.26687227234535,100,616
No,Self-Employed,Female,29,48000,423,2,69916,60,93.16859607970747,23,435
No,Salaried,Male,37,66000,109,2,70941,84,93.93199512317699,54,458
No,Salaried,Female,36,40000,479,2,134790,38,75.12083008328241,51,429
Yes,Student,Male,31,40000,255,6,138692,326,95,73,665
No,Self-Employed,Female,44,50000,528,4,150000,91,68.13643126486626,86,523
No,Self-Employed,Female,53,109000,216,4,119823,111,88.74630341709529,69,563
Yes,Salaried,Female,51,91000,453,7,110575,250,67.96011593034214,94,701
No,Salaried,Female,69,64000,596,2,75674,65,88.13472434553516,68,439
No,Salaried,Male,44,84000,265,0,55760,57,95,10,300
Yes,Salaried,Male,68,106000,156,10,116755,82,55.43336108785877,97,850
No,Freelancer,Female,26,18000,558,1,89850,22,55.96981437556713,77,395
No,Self-Employed,Male,70,45000,515,4,73054,56,58.40088007061904,97,520
No,Self-Employed,Male,23,58000,336,0,123590,19,95,2,300
No,Self-Employed,Male,61,142000,276,3,129362,17,89.81534360793083,63,497
Yes,Salaried,Male,32,29000,216,7,84390,128,61.40601975699154,93,707
No,Self-Employed,Female,60,75000,111,3,105947,22,50.91092387263484,100,513
No,Freelancer,Male,26,53000,309,4,150000,64,60.59081079469837,87,555
No,Unemployed,Other,60,42000,342,2,66174,96,94.64688062248582,16,411
Yes,Salaried,Male,48,120000,438,6,100260,254,94.32818467797316,99,668
No,Salaried,Female,43,117000,307,5,150000,334,52.79660597,99,616
No,Salaried,Male,26,44000,107,0,150000,75,70.82441274,43,309
No,Self-Employed,Male,30,79000,89,2,150000,97,72.20439438507246,67,419
No,Student,Female,54,59000,476,0,59788,57,73.25159486,8,300
Yes,Student,Other,23,23000,398,7,92127,139,46.21040705555695,99,734
No,Student,Male,29,53000,16,1,150000,83,95,18,374
No,Self-Employed,Male,39,56000,386,5,103607,116,70.56943849928965,78,623
No,Salaried,Other,40,47000,559,5,72941,86,56.13285839945675,100,595
Yes,Self-Employed,Female,27,42000,199,8,62593,216,62.976467330213865,100,765
Yes,Self-Employed,Female,62,152000,309,10,144978,154,45.31176423398445,91,850
No,Freelancer,Female,19,31000,303,0,42099,28,81.83265293221258,29,322
Yes,Salaried,Other,46,60000,95,8,150000,125,52.26586312,100,752
No,Salaried,Male,18,23000,311,5,34327,27,95,86,584
No,Salaried,Female,25,54000,368,6,58062,343,81.13141064071218,93,649
No,Salaried,Female,52,96000,143,2,143878,71,81.24455161187026,76,431
Yes,Unemployed,Female,19,21000,272,8,102225,156,76.91233783127777,100,758
No,Salaried,Other,70,68000,67,3,55993,23,57.93141887581337,81,509
No,Self-Employed,Female,43,93000,204,1,119720,114,66.71669723860883,48,407
Yes,Salaried,Male,26,57000,307,9,150000,78,77.87826823875045,100,811
Yes,Salaried,Female,27,43000,446,10,92123,220,54.65522742484487,100,850
Yes,Salaried,Male,26,77000,387,9,100296,339,84.65047483436148,91,819
Yes,Self-Employed,Female,41,108000,266,6,150000,213,78.66573752000598,96,670
Yes,Self-Employed,Female,63,148000,251,10,150000,313,40,100,850
No,Self-Employed,Female,54,142000,253,1,150000,94,85.50592146682749,57,403
No,Self-Employed,Female,29,47000,333,2,84417,92,69.90344793853903,78,460
No,Salaried,Male,53,113000,269,2,150000,46,64.96227585055725,97,438
No,Salaried,Female,23,61000,395,2,76403,24,95,63,418
No,Student,Female,27,32000,73,0,111091,13,75.27900947526047,29,300
Yes,Self-Employed,Female,63,145000,272,8,150000,248,68.61945356412933,100,777
No,Salaried,Other,68,129000,312,1,150000,53,54.71122572272405,72,400
Yes,Freelancer,Female,19,26000,405,9,43038,256,60.819278014659716,100,796
No,Salaried,Female,31,63000,315,5,128534,256,79.49533965717698,85,620
No,Student,Male,27,27000,605,3,73768,87,57.41576545472362,62,505
No,Salaried,Male,60,106000,285,2,98153,15,72.94423412318329,76,413
No,Salaried,Female,24,47000,157,2,150000,25,90.39771129298109,61,419
Yes,Freelancer,Male,65,131000,359,8,120110,123,81.11753103468928,90,788
Yes,Self-Employed,Male,20,26000,463,6,121823,171,67.22706269538529,95,659
Yes,Self-Employed,Male,64,100000,584,7,150000,77,66.66857948,100,697
Yes,Student,Male,20,19000,45,8,58258,306,57.31180701773678,100,767
Yes,Unemployed,Male,40,95000,543,6,51428,92,94.95719426042639,72,669
No,Salaried,Male,38,23000,514,0,95648,49,77.30831127496309,34,332
No,Salaried,Female,68,165000,581,4,150000,59,95,78,539
Yes,Salaried,Female,19,13000,21,7,51585,78,46.397854234353375,100,708
No,Freelancer,Male,23,42000,80,4,69782,31,80.42165752,66,544
No,Unemployed,Female,52,102000,134,5,150000,40,90.49507032877767,64,594
Yes,Student,Male,24,14000,424,8,58158,126,48.862494973854524,91,773
No,Student,Male,19,11000,103,3,16670,28,86.75161396886587,63,500
No,Salaried,Female,34,77000,608,3,39966,54,77.06361522701302,81,469
No,Self-Employed,Female,29,72000,110,4,150000,74,77.97767232,60,547
Yes,Self-Employed,Female,42,100000,285,6,101373,277,89.22450397222937,92,664
No,Salaried,Female,45,86000,469,5,150000,34,70.58165234041478,96,590
No,Salaried,Female,36,24000,192,0,21615,41,53.71367927482072,70,300
Yes,Salaried,Male,35,63000,272,10,66660,192,41.840363134115165,93,850
No,Salaried,Male,62,94000,78,3,81863,90,79.95659051118439,93,502
No,Self-Employed,Female,47,95000,213,3,143806,81,59.917409358668124,70,509
Yes,Unemployed,Female,33,29000,485,8,24515,218,83.19496625468355,98,766
No,Salaried,Male,45,88000,351,6,105006,215,70.22310468,100,632
Yes,Salaried,Male,46,120000,260,6,114874,149,67.01813311109171,93,663
No,Salaried,Female,33,51000,470,1,150000,36,78.20819462261069,54,386
No,Unemployed,Male,32,90000,154,2,143600,21,58.10992260094189,53,419
No,Self-Employed,Male,43,60000,213,3,150000,62,95,47,465
No,Freelancer,Female,47,83000,582,1,80446,33,95,10,359
No,Salaried,Female,22,28000,437,1,81488,34,95,19,369
No,Self-Employed,Male,46,82000,600,0,150000,19,63.10093732322074,55,322
No,Self-Employed,Male,32,74000,136,4,46696,89,50.55857207049837,98,554
No,Self-Employed,Female,27,38000,447,4,129812,81,53.602302682581545,87,548
No,Self-Employed,Female,39,50000,586,5,150000,30,80.23771108361763,98,575
No,Self-Employed,Female,20,55000,587,1,78525,114,68.50244383236253,54,363
No,Salaried,Female,54,77000,520,0,150000,110,75.07069346116911,43,319
No,Self-Employed,Male,54,109000,126,5,150000,337,71.40911846164056,100,628
No,Salaried,Female,65,74000,510,1,150000,84,52.138374846195816,81,385
Yes,Salaried,Female,30,60000,206,9,82814,307,81.61536986423056,100,819
No,Freelancer,Female,31,21000,392,0,77321,97,95,10,300
No,Salaried,Female,29,72000,63,3,66807,68,53.499278585017464,100,503
Yes,Self-Employed,Male,51,132000,381,10,52184,169,80.69654239583625,95,850
No,Salaried,Other,23,48000,27,5,114941,86,64.09781093663418,100,602
No,Salaried,Female,28,40000,320,5,150000,241,95,68,624
Yes,Salaried,Female,40,46000,400,6,117583,287,95,82,677
Yes,Salaried,Male,36,84000,219,8,80431,328,58.07016668333091,97,775
No,Student,Male,64,86000,518,4,97612,104,58.06603048168412,83,550
No,Salaried,Male,28,38000,154,4,47781,17,92.69556056214958,87,559
No,Self-Employed,Female,50,48000,273,5,121721,76,52.475355376973084,96,601
Yes,Unemployed,Female,25,13000,28,7,43647,315,73.03307910581974,100,688
No,Self-Employed,Female,67,44000,312,4,64376,98,70.09865703185075,72,520
Yes,Freelancer,Male,28,43000,440,8,150000,127,70.41249075832536,95,767
Yes,Salaried,Other,23,68000,593,7,138792,341,42.753152161843985,100,719
Yes,Salaried,Male,28,51000,357,8,115805,72,83.30296601570237,92,793
Yes,Salaried,Female,49,50000,174,8,65560,252,65.10431097147182,100,770
No,Salaried,Male,30,30000,97,1,140859,105,88.68022228089114,30,387
No,Salaried,Male,32,47000,513,0,62844,27,95,24,300
No,Freelancer,Female,21,59000,489,3,114698,51,57.745162565579044,79,488
No,Student,Male,33,53000,388,4,150000,94,91.01710005751542,40,532
Yes,Self-Employed,Male,42,113000,129,8,137606,266,85.47023801486006,100,755
Yes,Salaried,Male,52,83000,312,6,88547,152,72.92803757341349,98,653
No,Salaried,Female,47,29000,194,1,123378,89,74.20063666627289,72,382
Yes,Self-Employed,Female,57,86000,81,8,150000,271,46.47395101136786,90,787
No,Unemployed,Male,59,29000,205,1,73193,104,95,0,373
No,Self-Employed,Female,68,161000,562,1,150000,81,78.24229759696122,31,394
No,Freelancer,Female,26,43000,475,5,82646,63,91.77031279561149,64,584
Yes,Freelancer,Female,19,24000,66,6,79698,174,95,68,664
Yes,Self-Employed,Female,53,103000,604,10,72239,63,49.67594211965345,90,850
No,Salaried,Female,33,61000,281,1,147800,57,77.77188658619588,58,378
Yes,Self-Employed,Female,37,54000,539,7,78399,183,58.125042072529006,100,687
Yes,Unemployed,Female,58,86000,303,10,150000,113,72.08467831354307,100,850
Yes,Self-Employed,Male,22,30000,542,6,134125,125,80.73129494349332,88,658
No,Self-Employed,Other,54,121000,27,3,101217,88,71.44001319057851,78,505
No,Salaried,Female,68,167000,312,4,78702,112,86.04019164,80,541
Yes,Salaried,Female,27,22000,588,6,64866,135,54.37561839011656,98,671
No,Self-Employed,Male,52,151000,345,5,78227,187,90.16891588328272,73,617
Yes,Salaried,Female,63,135000,206,8,107370,240,77.34388207118413,95,780
No,Salaried,Female,22,22000,594,4,68774,58,94.80675795600415,64,551
No,Self-Employed,Female,49,30000,522,4,65174,76,83.08897582,80,545
Yes,Salaried,Male,34,65000,178,6,128975,260,83.20407308906553,100,680
Yes,Salaried,Male,27,19000,173,8,74759,171,72.67439428,100,772
No,Self-Employed,Female,64,141000,49,6,79418,214,88.41759232352375,96,650
Yes,Student,Female,55,133000,521,9,141455,280,84.31238572817028,100,832
No,Salaried,Male,44,128000,565,2,150000,116,51.25951524,100,461
No,Unemployed,Male,33,25000,530,4,96819,13,88.26693292476847,47,551
No,Salaried,Female,34,79000,554,0,150000,61,64.69329077839586,37,300
No,Salaried,Male,53,148000,360,2,150000,41,56.12021075919679,79,420
Yes,Salaried,Male,64,68000,210,7,150000,271,50.37419738460114,93,723
No,Self-Employed,Female,31,33000,13,0,67800,74,71.76885475280771,51,327
No,Freelancer,Female,52,78000,511,1,143078,63,58.49666438692322,55,366
No,Unemployed,Female,36,95000,213,1,150000,62,89.46987031601225,38,399
Yes,Freelancer,Male,30,87000,598,7,52468,68,45.367785895001106,100,725
No,Unemployed,Male,41,88000,374,2,150000,110,95,49,463
No,Salaried,Female,45,80000,513,3,150000,82,64.25345120292687,92,510
No,Salaried,Male,69,128000,570,5,150000,283,77.05822746409852,97,626
Yes,Salaried,Other,68,177000,541,8,125940,96,64.56097140794239,100,754
No,Student,Male,32,92000,62,0,107607,74,56.06616392644122,43,309
No,Salaried,Female,35,52000,161,5,150000,106,84.86772294106007,90,619
No,Student,Male,31,78000,190,5,78412,261,95,54,616
Yes,Salaried,Female,37,106000,500,7,150000,296,79.27583276328426,100,731
No,Self-Employed,Male,53,62000,324,2,150000,62,95,43,416
No,Student,Other,56,95000,63,2,145675,88,77.51950955717862,62,422
No,Self-Employed,Female,22,50000,147,6,33318,356,95,63,646
No,Salaried,Female,64,121000,194,6,52501,246,95,67,645
No,Salaried,Male,49,41000,92,3,54179,99,95,52,487
No,Salaried,Male,59,128000,160,1,142596,98,80.21678767832809,53,405
No,Salaried,Male,36,39000,538,0,90781,23,79.47751056664144,58,329
No,Self-Employed,Female,26,55000,360,5,102971,114,62.743798960146975,100,600
No,Self-Employed,Male,18,34000,18,4,87329,30,91.47367958070055,61,556
No,Salaried,Male,57,135000,568,6,150000,339,50.669392477428964,100,645
No,Salaried,Female,31,77000,67,5,70752,169,66.51162431076085,96,610
No,Student,Female,18,27000,541,2,27843,45,83.04470826208626,56,447
No,Salaried,Male,67,35000,459,5,122751,263,95,61,611
No,Salaried,Male,40,57000,8,1,150000,68,94.04621650579932,38,361
Yes,Self-Employed,Male,66,96000,275,8,150000,184,57.65530138288783,98,782
No,Salaried,Male,28,52000,217,1,107072,60,88.30032962090533,59,379
No,Salaried,Female,40,40000,339,3,37944,61,59.305506218363135,76,470
No,Salaried,Male,61,36000,591,5,149821,76,95,76,594
Yes,Salaried,Male,45,31000,252,7,150000,137,79.28155515372225,100,737
No,Unemployed,Female,62,41000,222,3,134737,39,69.44906346818445,72,487
Yes,Salaried,Female,48,120000,560,10,150000,131,40,95,850
No,Freelancer,Male,64,85000,17,4,58534,105,95,53,557
No,Salaried,Male,68,80000,604,5,124273,232,91.18444510093454,70,608
No,Self-Employed,Female,43,31000,234,0,144282,96,95,12,333
No,Self-Employed,Male,69,166000,58,2,150000,16,95,27,460
Yes,Unemployed,Male,34,21000,37,8,93923,66,40,100,768
No,Self-Employed,Female,26,47000,425,6,150000,195,78.78824487844109,100,644
Yes,Self-Employed,Female,58,128000,436,8,77616,273,44.13399029147509,100,785
Yes,Salaried,Female,19,18000,484,7,27750,140,40,98,701
No,Salaried,Female,27,44000,191,1,107800,27,82.20654390934213,66,376
Yes,Salaried,Male,53,100000,276,10,150000,330,84.04731647809137,99,850
Yes,Salaried,Male,59,165000,497,10,118508,225,63.36433059086619,100,850
Yes,Self-Employed,Male,28,76000,550,6,81653,144,68.49966280698865,96,673
No,Self-Employed,Female,64,186000,203,1,150000,92,77.69640271279947,69,403
Yes,Unemployed,Female,70,95000,497,8,150000,265,40,94,758
No,Salaried,Female,50,54000,254,2,133550,63,84.14813792,72,436
No,Freelancer,Female,48,123000,209,2,92430,95,60.46756953430888,70,453
Yes,Salaried,Female,68,67000,39,6,53316,356,88.34933571,98,673
No,Salaried,Female,53,70000,583,1,68380,32,69.67264194524611,78,405
Yes,Salaried,Female,59,151000,488,10,150000,204,46.772351303323816,100,850
No,Salaried,Male,66,163000,391,3,150000,117,50.977264763503044,96,476
No,Salaried,Female,30,46000,521,4,119550,72,95,49,540
Yes,Salaried,Female,65,172000,539,8,150000,242,72.21081892163198,100,767
No,Salaried,Female,52,77000,7,5,73137,227,95,69,611
Yes,Salaried,Male,34,77000,211,9,145269,299,52.97406905968191,100,832
No,Self-Employed,Male,30,87000,368,1,54416,60,67.58434305022462,60,371
Yes,Student,Female,50,121000,281,10,150000,337,40,100,850
No,Self-Employed,Female,59,45000,425,2,117507,33,75.69896900149807,61,410
No,Salaried,Male,67,75000,578,0,137815,64,64.08752161436152,70,300
Yes,Self-Employed,Female,31,78000,47,8,144500,72,49.34654204468735,100,793
No,Self-Employed,Female,26,37000,59,6,150000,134,52.47923737699269,93,644
No,Student,Male,50,91000,506,1,150000,82,91.66159677613314,11,398
No,Salaried,Male,63,58000,124,4,86240,25,80.80322217,84,535
Yes,Salaried,Female,50,33000,246,7,138522,358,67.71101312087904,100,738
Yes,Salaried,Female,40,78000,100,9,84809,310,40,100,801
No,Self-Employed,Other,53,110000,140,1,75547,117,80.90922108633026,52,405
Yes,Self-Employed,Female,33,41000,201,7,143111,305,72.79649944,100,687
No,Self-Employed,Female,42,86000,367,0,150000,18,71.26481463164029,31,300
No,Salaried,Female,37,83000,546,0,92581,68,74.68062242064237,65,312
Yes,Salaried,Other,24,41000,576,10,24698,280,73.84358031136394,90,850
Yes,Freelancer,Female,27,41000,71,8,137370,292,40,99,792
No,Self-Employed,Male,38,46000,237,6,89367,241,72.5877826,100,646
No,Salaried,Female,55,39000,27,5,120767,98,76.67166602436666,99,627
Yes,Self-Employed,Male,38,108000,542,7,150000,193,40,92,730
Yes,Self-Employed,Male,62,48000,118,7,150000,140,95,71,696
No,Self-Employed,Male,69,172000,607,2,125350,98,57.65499630019758,87,440
Yes,Self-Employed,Male,25,60000,301,6,87120,139,95,81,671
No,Salaried,Male,26,57000,440,3,91083,80,56.85731860799157,95,475
No,Salaried,Male,33,40000,166,5,134703,96,58.83384205010501,100,591
No,Salaried,Male,59,75000,569,3,150000,13,95,47,494
Yes,Salaried,Female,32,44000,56,8,34852,177,70.66770185,100,784
No,Unemployed,Female,53,48000,12,5,62251,202,79.91343419560525,68,620
Yes,Unemployed,Female,36,97000,45,9,150000,268,59.61106178519236,90,803
Yes,Salaried,Male,60,164000,569,9,150000,164,63.84040270046819,93,816
No,Salaried,Female,33,84000,371,6,129552,167,95,94,647
No,Salaried,Male,37,37000,139,6,110425,328,78.11570244154325,100,643
No,Salaried,Male,55,139000,577,3,150000,87,79.59152878808341,91,517
Yes,Salaried,Female,65,41000,567,7,150000,181,68.89276060513512,96,724
No,Salaried,Female,22,33000,453,5,102124,30,95,88,596
Yes,Self-Employed,Male,39,104000,282,7,150000,78,40,100,720
No,Self-Employed,Male,66,74000,265,5,134621,38,67.50340679753006,90,589
Yes,Unemployed,Female,43,106000,8,6,150000,345,53.36870913401309,100,684
No,Student,Male,65,90000,247,4,150000,80,79.08185425114624,64,567
